sex,name,decade,count
F,Sophia,2010,85720
M,Jacob,2010,79359
F,Isabella,2010,79238
F,Emma,2010,77736
M,Mason,2010,70808
F,Olivia,2010,69799
M,Noah,2010,68605
M,Ethan,2010,68389
M,William,2010,67635
M,Michael,2010,65449
M,Jayden,2010,64801
M,Alexander,2010,62362
F,Ava,2010,61501
M,Daniel,2010,59387
M,Aiden,2010,59336
M,Liam,2010,59091
M,Matthew,2010,55371
M,Elijah,2010,55192
F,Emily,2010,55134
M,Anthony,2010,55005
M,James,2010,53815
M,Joshua,2010,53376
F,Abigail,2010,52401
M,David,2010,52039
M,Logan,2010,51671
M,Andrew,2010,51589
M,Benjamin,2010,51586
M,Joseph,2010,51259
M,Christopher,2010,49810
M,Jackson,2010,49098
M,Gabriel,2010,47771
F,Madison,2010,47395
F,Mia,2010,47165
M,Samuel,2010,45586
M,Ryan,2010,44160
M,John,2010,43713
M,Lucas,2010,42864
M,Nathan,2010,41851
F,Chloe,2010,41043
M,Dylan,2010,40286
M,Christian,2010,40201
M,Caleb,2010,39862
F,Elizabeth,2010,39276
M,Jonathan,2010,39081
M,Isaac,2010,38926
M,Landon,2010,38193
F,Ella,2010,36967
M,Luke,2010,35993
M,Carter,2010,35483
F,Addison,2010,35435
M,Gavin,2010,34216
M,Brayden,2010,33949
M,Owen,2010,33863
M,Tyler,2010,33506
M,Evan,2010,33296
M,Jack,2010,33103
M,Nicholas,2010,32982
M,Isaiah,2010,32883
F,Natalie,2010,32690
M,Wyatt,2010,31701
M,Hunter,2010,31537
F,Avery,2010,31423
M,Jordan,2010,31155
F,Lily,2010,31002
F,Sofia,2010,30526
M,Henry,2010,30458
M,Julian,2010,29988
F,Grace,2010,29920
M,Aaron,2010,29791
M,Eli,2010,29648
M,Jeremiah,2010,29581
M,Angel,2010,29543
M,Brandon,2010,29510
M,Connor,2010,29451
F,Samantha,2010,29126
M,Cameron,2010,28827
F,Aubrey,2010,28472
F,Charlotte,2010,28451
M,Adrian,2010,28401
M,Robert,2010,28017
F,Lillian,2010,27996
F,Hannah,2010,27982
M,Charles,2010,27916
M,Thomas,2010,27515
M,Austin,2010,27320
M,Levi,2010,27127
F,Victoria,2010,27080
M,Sebastian,2010,27076
F,Amelia,2010,27016
F,Evelyn,2010,27010
F,Brooklyn,2010,26851
F,Zoey,2010,26215
M,Jose,2010,25995
M,Kevin,2010,25940
M,Zachary,2010,25860
M,Justin,2010,25605
F,Zoe,2010,24883
F,Alexis,2010,24819
F,Layla,2010,24637
F,Leah,2010,24196
F,Hailey,2010,24151
M,Chase,2010,23775
M,Colton,2010,23660
M,Ayden,2010,23476
M,Jason,2010,23251
M,Oliver,2010,23165
M,Dominic,2010,23143
F,Gabriella,2010,22893
F,Anna,2010,22857
F,Kaylee,2010,22783
F,Harper,2010,22690
F,Nevaeh,2010,22525
M,Jaxon,2010,22298
M,Ian,2010,22194
F,Alyssa,2010,22184
M,Josiah,2010,22135
F,Allison,2010,22110
M,Blake,2010,21917
F,Sarah,2010,21622
M,Xavier,2010,21429
F,Savannah,2010,21149
F,Audrey,2010,21005
M,Parker,2010,20963
M,Adam,2010,20755
M,Bentley,2010,20513
M,Cooper,2010,20447
F,Aaliyah,2010,20443
F,Ashley,2010,20272
F,Riley,2010,20266
F,Taylor,2010,20025
F,Brianna,2010,19888
F,Claire,2010,19365
M,Nathaniel,2010,19257
F,Arianna,2010,19160
F,Camila,2010,19130
M,Carson,2010,19080
M,Brody,2010,18752
F,Peyton,2010,18634
F,Khloe,2010,18284
M,Luis,2010,18096
M,Juan,2010,17995
M,Tristan,2010,17966
F,Alexa,2010,17874
F,Bella,2010,17815
M,Grayson,2010,17474
M,Jace,2010,17407
F,Sophie,2010,17395
F,Kylie,2010,17080
M,Nolan,2010,16969
F,Makayla,2010,16800
F,Julia,2010,16581
M,Carlos,2010,16356
F,Kayla,2010,16299
M,Jesus,2010,15969
M,Cole,2010,15912
F,Serenity,2010,15908
M,Alex,2010,15783
F,Maya,2010,15693
F,Katherine,2010,15634
F,Lauren,2010,15526
F,Mackenzie,2010,15378
F,Scarlett,2010,15326
F,Genesis,2010,15321
M,Kayden,2010,15242
M,Hayden,2010,15205
M,Bryson,2010,15087
M,Hudson,2010,15083
F,Lucy,2010,15028
F,Stella,2010,14987
M,Easton,2010,14979
F,Gianna,2010,14968
M,Max,2010,14945
F,Autumn,2010,14942
F,Madelyn,2010,14886
F,Sydney,2010,14884
M,Vincent,2010,14839
F,Ariana,2010,14834
M,Eric,2010,14737
M,Diego,2010,14719
M,Micah,2010,14657
F,Alexandra,2010,14558
F,Faith,2010,14242
F,Jasmine,2010,14209
F,Morgan,2010,14204
M,Ryder,2010,14197
M,Damian,2010,14090
F,Caroline,2010,14034
F,Jocelyn,2010,14020
F,Kimberly,2010,13981
M,Jaden,2010,13840
M,Aidan,2010,13837
F,Melanie,2010,13611
F,Madeline,2010,13510
F,Eva,2010,13459
M,Asher,2010,13456
F,Trinity,2010,13401
F,Kennedy,2010,13359
M,Bryan,2010,13329
M,Bryce,2010,13316
F,Molly,2010,13261
F,Bailey,2010,13252
M,Jaxson,2010,13199
F,Naomi,2010,13077
F,Ellie,2010,13061
M,Antonio,2010,12873
M,Maxwell,2010,12858
F,Andrea,2010,12851
M,Miles,2010,12840
F,Aubree,2010,12774
M,Colin,2010,12763
F,Brooke,2010,12754
M,Timothy,2010,12739
M,Giovanni,2010,12709
M,Steven,2010,12669
F,Violet,2010,12601
F,London,2010,12576
M,Kaleb,2010,12549
M,Riley,2010,12479
M,Elias,2010,12479
F,Sadie,2010,12404
F,Maria,2010,12400
M,Kaden,2010,12379
M,Brian,2010,12378
M,Miguel,2010,12370
M,Kyle,2010,12302
F,Lydia,2010,12272
F,Payton,2010,12238
M,Ashton,2010,12145
M,Richard,2010,12128
M,Santiago,2010,12073
F,Annabelle,2010,11894
M,Alejandro,2010,11892
F,Destiny,2010,11889
M,Ivan,2010,11866
M,Sean,2010,11810
F,Ruby,2010,11689
M,Preston,2010,11651
F,Mariah,2010,11639
M,Jake,2010,11597
M,Victor,2010,11559
M,Joel,2010,11510
F,Rylee,2010,11486
M,Brady,2010,11405
M,Jonah,2010,11403
M,Jesse,2010,11375
M,Patrick,2010,11311
M,Caden,2010,11282
F,Paige,2010,11279
F,Reagan,2010,11159
F,Aria,2010,11158
F,Nicole,2010,11125
F,Kaitlyn,2010,11109
M,Marcus,2010,11105
F,Lilly,2010,11077
F,Piper,2010,11057
F,Mya,2010,10998
F,Natalia,2010,10955
M,Camden,2010,10929
F,Skylar,2010,10911
M,Lincoln,2010,10908
M,Braxton,2010,10800
M,Edward,2010,10763
F,Isabelle,2010,10757
M,Leonardo,2010,10757
F,Mary,2010,10669
F,Jade,2010,10640
M,Jeremy,2010,10597
F,Nora,2010,10515
M,Leo,2010,10499
M,Kaiden,2010,10447
F,Angelina,2010,10396
M,Wesley,2010,10337
F,Gabrielle,2010,10322
F,Liliana,2010,10303
F,Jordyn,2010,10302
F,Rachel,2010,10296
F,Katelyn,2010,10281
M,Sawyer,2010,10230
F,Penelope,2010,10148
M,Mateo,2010,10083
F,Vanessa,2010,10051
F,Kendall,2010,10008
F,Jessica,2010,9977
M,Grant,2010,9886
M,Emmanuel,2010,9862
M,Cayden,2010,9828
M,Roman,2010,9820
M,Axel,2010,9807
M,Jude,2010,9690
F,Isabel,2010,9685
M,Alan,2010,9629
M,Silas,2010,9560
F,Valeria,2010,9540
F,Brielle,2010,9519
M,George,2010,9471
M,Gage,2010,9411
F,Paisley,2010,9403
M,Oscar,2010,9370
F,Alice,2010,9358
M,Devin,2010,9298
M,Malachi,2010,9273
M,Declan,2010,9268
F,Sara,2010,9245
F,Eleanor,2010,9242
M,Mark,2010,9158
F,Reese,2010,9087
F,Brooklynn,2010,8984
M,Maddox,2010,8983
M,Kenneth,2010,8949
F,Lyla,2010,8946
F,Adriana,2010,8936
F,Mila,2010,8887
F,Amy,2010,8854
M,Rylan,2010,8817
F,Vivian,2010,8798
M,Nicolas,2010,8774
M,Peyton,2010,8770
F,Aliyah,2010,8740
F,Laila,2010,8709
F,Clara,2010,8697
M,Bradley,2010,8672
F,Mckenzie,2010,8605
F,Eliana,2010,8604
F,Gracie,2010,8523
M,Collin,2010,8505
F,Juliana,2010,8472
M,Tanner,2010,8440
F,Jennifer,2010,8420
F,Elena,2010,8398
F,Hadley,2010,8381
F,Michelle,2010,8373
F,Valentina,2010,8347
M,Derek,2010,8336
M,Cody,2010,8312
F,Kylee,2010,8295
F,Makenzie,2010,8175
F,Izabella,2010,8125
F,Rebecca,2010,8115
M,Conner,2010,8115
M,Eduardo,2010,8109
M,Paul,2010,8096
F,Stephanie,2010,8087
M,Jorge,2010,8058
M,Weston,2010,8040
F,Jayla,2010,8016
M,Greyson,2010,7970
M,Ezra,2010,7962
M,Andres,2010,7905
M,Harrison,2010,7878
M,Abraham,2010,7876
F,Delilah,2010,7802
M,Trevor,2010,7800
M,Tucker,2010,7797
M,Seth,2010,7793
M,Omar,2010,7774
M,Jaiden,2010,7764
F,Quinn,2010,7644
F,Valerie,2010,7624
F,Elise,2010,7591
M,Ezekiel,2010,7568
M,Avery,2010,7494
M,Peter,2010,7383
F,Eden,2010,7358
F,Cora,2010,7351
M,Kai,2010,7339
M,Travis,2010,7328
M,Calvin,2010,7320
F,Josephine,2010,7311
F,Giselle,2010,7303
F,Lila,2010,7230
F,Aurora,2010,7220
F,Daisy,2010,7205
M,Cristian,2010,7202
M,Garrett,2010,7198
F,Catherine,2010,7191
M,Emmett,2010,7191
M,Jayce,2010,7189
M,Javier,2010,7176
M,Theodore,2010,7166
F,Summer,2010,7121
F,Alaina,2010,7087
F,Jada,2010,7066
M,Kingston,2010,7065
F,Megan,2010,7041
M,Damien,2010,6969
F,Alana,2010,6968
M,Brantley,2010,6942
F,Haley,2010,6939
F,Melissa,2010,6916
F,Daniela,2010,6900
F,Jenna,2010,6885
F,Gabriela,2010,6874
F,Margaret,2010,6864
M,Jameson,2010,6843
F,Hayden,2010,6833
M,Maximus,2010,6813
F,Keira,2010,6811
F,Alivia,2010,6801
F,Angela,2010,6773
F,Julianna,2010,6750
M,Abel,2010,6716
M,Francisco,2010,6674
F,Melody,2010,6667
F,Ryleigh,2010,6646
F,Ariel,2010,6613
M,Bennett,2010,6587
F,Kate,2010,6560
M,Josue,2010,6531
F,Willow,2010,6507
F,Hazel,2010,6485
M,Fernando,2010,6481
F,Ashlyn,2010,6460
M,Xander,2010,6421
M,Ricardo,2010,6411
M,Jase,2010,6392
F,Adrianna,2010,6372
M,Ryker,2010,6372
M,Everett,2010,6340
F,Aniyah,2010,6329
M,Zane,2010,6312
M,Corbin,2010,6311
M,Stephen,2010,6308
M,Griffin,2010,6300
M,Gael,2010,6296
M,Shane,2010,6292
F,Katie,2010,6223
F,Kinley,2010,6205
M,Erick,2010,6205
M,Drake,2010,6160
M,Cesar,2010,6141
F,Kinsley,2010,6132
F,Allie,2010,6111
M,Mario,2010,6088
M,Jaylen,2010,6073
M,Manuel,2010,6068
F,Londyn,2010,6067
M,Graham,2010,6059
M,Israel,2010,6056
M,Myles,2010,6034
F,Adalyn,2010,6032
M,Spencer,2010,6030
M,Trenton,2010,6030
F,Miranda,2010,6029
F,Alexandria,2010,6010
F,Ivy,2010,6008
M,Landen,2010,6002
F,Ximena,2010,6000
M,Chance,2010,5976
M,Luca,2010,5975
M,Charlie,2010,5949
M,Zion,2010,5915
F,Jordan,2010,5905
F,Jacqueline,2010,5896
M,Jeffrey,2010,5874
F,Brynn,2010,5868
F,Harmony,2010,5862
M,Lukas,2010,5857
F,Maci,2010,5831
M,Alexis,2010,5790
M,Raymond,2010,5775
F,Alayna,2010,5758
F,Shelby,2010,5741
M,Andre,2010,5721
M,Zayden,2010,5687
M,Amir,2010,5686
M,Johnathan,2010,5681
F,Mikayla,2010,5680
F,Presley,2010,5674
M,Keegan,2010,5672
M,Simon,2010,5670
M,Edwin,2010,5670
F,Leila,2010,5618
F,Amaya,2010,5605
F,Danielle,2010,5588
F,Makenna,2010,5583
F,Ana,2010,5573
F,Angel,2010,5567
F,Lola,2010,5546
F,Callie,2010,5540
F,Diana,2010,5537
M,Edgar,2010,5533
F,Eliza,2010,5521
F,Mckenna,2010,5515
F,Fiona,2010,5511
F,Isla,2010,5507
M,Tyson,2010,5454
F,Alexia,2010,5448
F,Norah,2010,5445
M,Hector,2010,5434
M,Troy,2010,5431
F,Hope,2010,5428
M,Donovan,2010,5403
F,Tessa,2010,5397
F,Maggie,2010,5391
M,Zander,2010,5388
M,Clayton,2010,5362
M,Cash,2010,5337
F,Sienna,2010,5322
F,Addyson,2010,5322
F,Genevieve,2010,5300
F,Cecilia,2010,5294
F,Marley,2010,5268
M,Elliot,2010,5262
F,Emery,2010,5256
F,Chelsea,2010,5255
F,Delaney,2010,5248
F,Amanda,2010,5248
F,Leilani,2010,5213
F,Jillian,2010,5211
M,Martin,2010,5206
M,Dean,2010,5194
F,Esther,2010,5190
M,Shawn,2010,5178
M,Dominick,2010,5178
M,Paxton,2010,5177
M,Jasper,2010,5177
M,Braylon,2010,5175
M,Kyler,2010,5168
F,Teagan,2010,5148
F,Luna,2010,5114
F,Lexi,2010,5107
F,Leslie,2010,5106
F,Camille,2010,5099
M,Andy,2010,5095
F,Erin,2010,5090
M,Braden,2010,5074
F,Lucia,2010,5058
M,Jared,2010,4993
F,Kathryn,2010,4989
M,Dante,2010,4989
M,Johnny,2010,4988
F,Kendra,2010,4978
M,Drew,2010,4970
M,Marco,2010,4955
M,Sergio,2010,4941
M,Rafael,2010,4923
F,Juliet,2010,4912
F,Josie,2010,4907
M,Emiliano,2010,4906
M,Kameron,2010,4901
F,Briana,2010,4897
F,Emerson,2010,4890
M,Brendan,2010,4879
M,Caiden,2010,4868
F,Amber,2010,4867
M,Judah,2010,4858
M,Gregory,2010,4847
M,King,2010,4836
F,Sabrina,2010,4828
F,Kayleigh,2010,4824
M,Dalton,2010,4822
M,Skyler,2010,4804
F,Kaydence,2010,4769
M,Finn,2010,4767
F,Alicia,2010,4765
F,Alina,2010,4765
M,Erik,2010,4755
F,Kelsey,2010,4750
F,Ashlynn,2010,4747
F,Carly,2010,4747
F,Cassidy,2010,4740
M,Reid,2010,4732
F,Adalynn,2010,4724
F,Adeline,2010,4703
M,Elliott,2010,4694
M,Lane,2010,4645
F,Allyson,2010,4643
F,Adelyn,2010,4629
F,Sierra,2010,4627
F,Alison,2010,4621
F,Alondra,2010,4610
F,Rose,2010,4601
M,Jax,2010,4588
F,Cadence,2010,4587
F,Athena,2010,4548
M,Emanuel,2010,4532
M,Aden,2010,4531
F,Christina,2010,4524
F,Emilia,2010,4522
M,Cruz,2010,4492
F,Arabella,2010,4491
M,Lorenzo,2010,4479
M,Anderson,2010,4458
F,Haylee,2010,4456
F,Marissa,2010,4455
F,Kyla,2010,4434
F,Nadia,2010,4431
M,Holden,2010,4431
F,Laura,2010,4416
F,Cheyenne,2010,4387
M,Fabian,2010,4380
F,Fatima,2010,4347
M,Emilio,2010,4340
F,Kyleigh,2010,4328
F,Iris,2010,4314
M,Gunner,2010,4311
M,Roberto,2010,4304
M,Brennan,2010,4300
M,Angelo,2010,4267
F,Bianca,2010,4254
F,Georgia,2010,4242
F,Dakota,2010,4234
F,Kenzie,2010,4234
M,Rowan,2010,4233
F,Daniella,2010,4217
F,Lilliana,2010,4211
F,Paris,2010,4203
M,Iker,2010,4184
F,Mariana,2010,4175
M,Dawson,2010,4162
F,Ayla,2010,4142
F,Evangeline,2010,4125
M,Quinn,2010,4107
F,Mallory,2010,4107
F,Madeleine,2010,4077
F,Nina,2010,4076
F,Annabella,2010,4070
M,Pedro,2010,4054
F,Phoebe,2010,4053
M,Felix,2010,4042
F,Veronica,2010,4040
F,Miley,2010,4038
M,Derrick,2010,4033
F,Abby,2010,4030
F,Miriam,2010,4018
M,Dallas,2010,3996
M,Beckett,2010,3986
F,Lilah,2010,3985
M,Amari,2010,3982
F,Madilyn,2010,3979
F,Jayda,2010,3962
M,Frank,2010,3957
F,Jayden,2010,3935
F,Jazmine,2010,3926
F,Lyric,2010,3908
F,Jazmin,2010,3907
M,Malik,2010,3902
M,Dakota,2010,3899
F,Karen,2010,3887
F,Macy,2010,3882
M,Beau,2010,3881
M,Grady,2010,3878
M,Ty,2010,3856
F,Raegan,2010,3844
F,Camryn,2010,3837
F,Heaven,2010,3830
M,Louis,2010,3822
F,Selena,2010,3810
F,Joanna,2010,3805
F,Kiara,2010,3794
M,Colby,2010,3794
F,Malia,2010,3793
F,Charlie,2010,3793
F,Maddison,2010,3791
F,Anastasia,2010,3781
M,Ruben,2010,3760
F,Heidi,2010,3750
F,Noelle,2010,3745
F,Yaretzi,2010,3742
M,Colt,2010,3736
F,Giuliana,2010,3729
M,Joaquin,2010,3726
F,Tatum,2010,3718
M,Allen,2010,3701
F,Elliana,2010,3700
F,Kira,2010,3679
F,Esmeralda,2010,3673
F,Kamryn,2010,3662
F,Juliette,2010,3659
F,Parker,2010,3641
F,Nyla,2010,3641
M,Brock,2010,3633
M,Corey,2010,3626
F,Kara,2010,3625
F,Ruth,2010,3618
F,Carmen,2010,3617
F,Kelly,2010,3603
F,Gia,2010,3603
M,Jett,2010,3602
F,Ainsley,2010,3579
F,Finley,2010,3578
M,Marcos,2010,3569
F,Breanna,2010,3560
F,Elaina,2010,3556
M,Julius,2010,3551
F,Vivienne,2010,3536
F,Karina,2010,3533
M,Braylen,2010,3525
F,Cali,2010,3524
M,Nehemiah,2010,3508
M,Desmond,2010,3506
F,Alejandra,2010,3503
F,Brynlee,2010,3496
F,Gemma,2010,3490
M,Maximiliano,2010,3490
M,Waylon,2010,3479
M,Dillon,2010,3477
M,Romeo,2010,3470
M,Adan,2010,3461
F,Rylie,2010,3459
M,Taylor,2010,3457
F,Lena,2010,3448
M,Brooks,2010,3444
F,Alessandra,2010,3442
M,Leland,2010,3435
F,Caitlyn,2010,3434
M,Brycen,2010,3429
M,Marshall,2010,3421
M,Cohen,2010,3405
M,Milo,2010,3399
F,Journey,2010,3391
F,Jane,2010,3383
M,Arthur,2010,3382
F,Amiyah,2010,3381
F,Bethany,2010,3371
F,Aubrie,2010,3349
F,Tiffany,2010,3346
F,Baylee,2010,3342
M,Titus,2010,3337
M,Jakob,2010,3329
M,Cade,2010,3316
M,Kellen,2010,3315
M,Reed,2010,3313
M,Trey,2010,3313
F,Adelaide,2010,3310
F,Maliyah,2010,3310
M,Danny,2010,3293
M,Ali,2010,3282
F,Lia,2010,3281
M,Karter,2010,3280
F,Crystal,2010,3273
M,Armando,2010,3268
F,Macie,2010,3265
M,Jayson,2010,3262
M,Karson,2010,3261
F,Danna,2010,3248
M,Phillip,2010,3237
F,Emely,2010,3231
F,Annie,2010,3221
M,August,2010,3217
F,Guadalupe,2010,3201
M,Ronald,2010,3196
F,Angelica,2010,3196
M,Walter,2010,3186
M,Enrique,2010,3177
F,Nayeli,2010,3171
M,Kellan,2010,3169
F,Kyra,2010,3167
M,Keith,2010,3167
F,Karla,2010,3163
F,Fernanda,2010,3151
M,Maverick,2010,3143
F,Olive,2010,3130
M,Tristen,2010,3126
M,Gerardo,2010,3123
M,Devon,2010,3121
F,Katelynn,2010,3118
F,Addisyn,2010,3114
F,Scarlet,2010,3108
F,Audrina,2010,3101
F,Kaelyn,2010,3088
M,Pablo,2010,3087
M,Leon,2010,3083
F,Talia,2010,3078
M,Julio,2010,3077
M,Emerson,2010,3065
F,Julie,2010,3054
F,Madisyn,2010,3048
M,Raul,2010,3048
F,Sasha,2010,3044
F,Savanna,2010,3038
F,Madelynn,2010,3031
F,Kailey,2010,3029
F,Cassandra,2010,3017
M,Dustin,2010,3014
F,Caitlin,2010,3009
M,Trent,2010,3002
M,Scott,2010,2999
M,Darius,2010,2994
F,Imani,2010,2985
M,Ismael,2010,2981
F,Kamila,2010,2978
F,Raelynn,2010,2974
M,Landyn,2010,2970
F,Janelle,2010,2967
M,Tate,2010,2966
F,Julissa,2010,2962
M,Keaton,2010,2958
F,Harley,2010,2956
F,April,2010,2952
F,Janiyah,2010,2950
M,Phoenix,2010,2942
F,Jazlyn,2010,2941
F,Charlee,2010,2939
F,Elle,2010,2933
F,Jaylah,2010,2921
M,Braydon,2010,2921
F,Joselyn,2010,2907
M,Randy,2010,2907
F,Tiana,2010,2894
F,Aleah,2010,2891
F,Eloise,2010,2891
F,Michaela,2010,2890
F,Kaylie,2010,2888
M,Esteban,2010,2888
F,Aniya,2010,2873
M,Dexter,2010,2863
F,Jayleen,2010,2861
F,Brittany,2010,2854
F,Monica,2010,2844
F,Carolina,2010,2841
M,Kolton,2010,2836
F,Brylee,2010,2833
F,Lucille,2010,2833
F,Hanna,2010,2828
F,Skyler,2010,2828
M,Donald,2010,2827
F,Anya,2010,2825
F,Itzel,2010,2822
M,Jaime,2010,2820
F,Holly,2010,2818
M,Knox,2010,2811
M,Jay,2010,2789
F,Sarai,2010,2787
F,Helen,2010,2780
F,Kaylin,2010,2771
F,Myla,2010,2771
F,Cynthia,2010,2764
F,Madalyn,2010,2754
M,Walker,2010,2746
F,Rebekah,2010,2745
M,Gideon,2010,2733
F,Jamie,2010,2731
M,Kason,2010,2727
M,Matteo,2010,2725
M,Damon,2010,2718
M,Philip,2010,2716
M,Colten,2010,2709
F,Courtney,2010,2697
M,Kade,2010,2681
M,Saul,2010,2680
M,River,2010,2675
M,Barrett,2010,2667
M,Izaiah,2010,2664
F,Jimena,2010,2662
M,Albert,2010,2657
F,Serena,2010,2651
F,Daphne,2010,2651
M,Tony,2010,2645
M,Quentin,2010,2642
M,Larry,2010,2641
M,Rocco,2010,2636
F,Jaelyn,2010,2633
F,Kali,2010,2608
F,Kiley,2010,2604
F,Tatiana,2010,2601
M,Russell,2010,2596
F,Elsie,2010,2594
F,Arielle,2010,2594
F,Braelyn,2010,2586
F,Kailyn,2010,2584
M,Payton,2010,2582
F,June,2010,2574
M,Jerry,2010,2573
F,Mckinley,2010,2562
F,Lacey,2010,2560
M,Mathew,2010,2557
F,Rosalie,2010,2552
F,Camilla,2010,2552
F,Bristol,2010,2548
M,Abram,2010,2544
F,Melany,2010,2535
M,Enzo,2010,2533
M,Rodrigo,2010,2529
F,Lana,2010,2524
M,Dennis,2010,2524
F,Hayley,2010,2518
F,Celeste,2010,2517
F,Jasmin,2010,2511
M,Archer,2010,2509
F,Skye,2010,2499
F,Jaliyah,2010,2495
M,Darren,2010,2494
F,Elisa,2010,2491
M,Davis,2010,2491
M,Porter,2010,2490
F,Briella,2010,2483
F,Marilyn,2010,2479
F,Miracle,2010,2477
F,Angelique,2010,2477
M,Kendrick,2010,2477
F,Kennedi,2010,2475
F,Kassidy,2010,2474
F,Kadence,2010,2466
M,Mitchell,2010,2463
M,Kamden,2010,2455
M,Gustavo,2010,2446
F,Lilian,2010,2443
F,Nylah,2010,2442
M,Jimmy,2010,2434
F,Viviana,2010,2427
F,Sage,2010,2425
F,Logan,2010,2421
M,Noel,2010,2419
F,Gracelyn,2010,2418
M,Remington,2010,2417
M,Zachariah,2010,2417
M,Zaiden,2010,2408
M,Alec,2010,2408
M,Orion,2010,2406
F,Anabelle,2010,2405
F,Rowan,2010,2405
F,Dayana,2010,2402
M,Jamari,2010,2399
M,Jalen,2010,2398
F,Angie,2010,2397
F,Dulce,2010,2396
F,Tenley,2010,2394
F,Arya,2010,2390
F,Aylin,2010,2387
F,Averie,2010,2386
F,Lindsey,2010,2385
F,Lillie,2010,2385
F,Bridget,2010,2381
M,Chris,2010,2380
F,Francesca,2010,2378
F,Danica,2010,2375
M,Hugo,2010,2374
F,Haven,2010,2360
M,Mohamed,2010,2358
M,Maximilian,2010,2356
M,Solomon,2010,2355
F,Lexie,2010,2352
F,Cameron,2010,2348
F,Adelynn,2010,2345
F,Sloane,2010,2342
M,Issac,2010,2342
F,Anaya,2010,2338
F,Nia,2010,2336
F,Lilyana,2010,2335
F,Zariah,2010,2331
F,Erica,2010,2330
F,Priscilla,2010,2330
M,Curtis,2010,2329
M,Messiah,2010,2325
F,Joy,2010,2316
M,Atticus,2010,2314
M,Casey,2010,2313
M,Brayan,2010,2310
M,Alberto,2010,2298
F,Amari,2010,2292
F,Amira,2010,2283
F,Ada,2010,2279
M,Ryland,2010,2269
F,Johanna,2010,2268
M,Moises,2010,2268
F,Estrella,2010,2259
M,Bruce,2010,2256
M,Chandler,2010,2250
F,Justice,2010,2245
F,Kenley,2010,2231
M,Yahir,2010,2230
F,Marlee,2010,2224
F,Emilee,2010,2224
M,Leonel,2010,2224
M,Gunnar,2010,2223
F,Caylee,2010,2221
M,Arturo,2010,2209
M,Lawrence,2010,2205
F,Alanna,2010,2193
M,Ronan,2010,2191
M,Ricky,2010,2191
F,Lauryn,2010,2188
M,Uriel,2010,2188
M,Ari,2010,2182
M,Marvin,2010,2182
F,Annalise,2010,2177
F,Vera,2010,2176
F,Annika,2010,2172
M,Reece,2010,2171
M,Cason,2010,2170
M,Khalil,2010,2168
F,Aileen,2010,2167
F,Raelyn,2010,2164
M,Dane,2010,2163
M,Brenden,2010,2162
F,Natasha,2010,2145
F,Kiera,2010,2144
F,Mikaela,2010,2144
M,Zackary,2010,2143
M,Kobe,2010,2143
M,Pierce,2010,2143
M,Mauricio,2010,2143
F,Aspen,2010,2142
M,Prince,2010,2140
F,Dylan,2010,2136
M,Ibrahim,2010,2133
F,Alyson,2010,2132
M,Jonas,2010,2131
F,Bailee,2010,2130
M,Muhammad,2010,2125
F,Lorelei,2010,2124
M,Adriel,2010,2113
M,Alijah,2010,2111
M,Cyrus,2010,2107
F,Brenda,2010,2107
M,Bryant,2010,2106
M,Warren,2010,2088
F,Gwendolyn,2010,2087
F,Erika,2010,2086
F,Gloria,2010,2084
F,Liana,2010,2084
F,Dahlia,2010,2082
F,Jaycee,2010,2080
M,Orlando,2010,2080
M,Malcolm,2010,2080
M,Armani,2010,2080
F,Skyla,2010,2070
M,Maurice,2010,2070
F,Nataly,2010,2069
F,Catalina,2010,2068
F,Paola,2010,2059
F,Sylvia,2010,2056
F,Maeve,2010,2054
F,Annabel,2010,2053
F,Anahi,2010,2051
F,Brinley,2010,2051
M,Jamison,2010,2050
F,Madyson,2010,2048
M,Rhys,2010,2042
M,Nikolas,2010,2039
M,Justice,2010,2032
F,Jaelynn,2010,2032
M,Johan,2010,2031
F,Kaliyah,2010,2026
M,Talon,2010,2016
M,Alfredo,2010,2010
M,Cullen,2010,2009
F,Hallie,2010,2007
M,Jacoby,2010,2006
M,Lance,2010,2005
F,Emmalyn,2010,2005
F,Aleena,2010,1998
M,Finnegan,2010,1997
F,Madilynn,2010,1996
F,Liberty,2010,1995
F,Shayla,2010,1986
F,Eve,2010,1986
F,Aryanna,2010,1977
M,Kasen,2010,1976
F,Whitney,2010,1976
F,Raven,2010,1971
M,Mekhi,2010,1971
M,Jayceon,2010,1969
M,Amare,2010,1961
F,Brenna,2010,1956
F,Ciara,2010,1949
M,Kristopher,2010,1948
F,Leighton,2010,1940
M,Rhett,2010,1926
F,Anne,2010,1922
F,Selah,2010,1918
F,Jaylynn,2010,1913
M,Byron,2010,1912
M,Sam,2010,1906
F,Lainey,2010,1902
M,Franklin,2010,1900
F,Farrah,2010,1899
F,Helena,2010,1897
F,Amani,2010,1897
M,Moses,2010,1892
M,Joe,2010,1886
F,Ariella,2010,1885
F,Janiya,2010,1883
F,Elsa,2010,1882
M,Kash,2010,1881
F,Virginia,2010,1878
M,Gary,2010,1877
F,Anika,2010,1872
F,Perla,2010,1867
M,Brett,2010,1866
M,Braeden,2010,1863
F,Nathalie,2010,1860
F,Kayden,2010,1859
F,Sawyer,2010,1858
M,Gianni,2010,1853
M,Quinton,2010,1849
M,Tobias,2010,1848
